template_id,source,category,category_name,variable_name,dataset,key_template,filters_json_template,scope,unit_measure_filter,frequency,start_period,transformationcode
PPI_008,eurostat,3,Prices,PPI MIG energy,STS_INPP_M,,"{""geo"": ""{COUNTRY_EUROSTAT}"", ""s_adj"": ""NSA"", ""unit"": ""I21"", ""startPeriod"": 2003, ""nace_r2"": ""MIG_NRG""}",country,,,2003-01,5
IMPPR_001,eurostat,3,Prices,Import prices manufactured products,STS_INPI_M,,"{""geo"": ""{COUNTRY_EUROSTAT}"", ""s_adj"": ""NSA"", ""unit"": ""I21"", ""indic_bt"": ""PRC_IMP"", ""startPeriod"": 2003, ""cpa2_1"": ""CPA_C""}",country,,,2003-01,5
IMPPR_002,eurostat,3,Prices,Import prices MIG intermediate goods,STS_INPI_M,,"{""geo"": ""{COUNTRY_EUROSTAT}"", ""s_adj"": ""NSA"", ""unit"": ""I21"", ""indic_bt"": ""PRC_IMP"", ""startPeriod"": 2003, ""cpa2_1"": ""CPA_MIG_ING""}",country,,,2003-01,5
IMPPR_003,eurostat,3,Prices,Import prices MIG capital goods,STS_INPI_M,,"{""geo"": ""{COUNTRY_EUROSTAT}"", ""s_adj"": ""NSA"", ""unit"": ""I21"", ""indic_bt"": ""PRC_IMP"", ""startPeriod"": 2003, ""cpa2_1"": ""CPA_MIG_CAG""}",country,,,2003-01,5
IMPPR_004,eurostat,3,Prices,Import prices MIG durable consumer goods,STS_INPI_M,,"{""geo"": ""{COUNTRY_EUROSTAT}"", ""s_adj"": ""NSA"", ""unit"": ""I21"", ""indic_bt"": ""PRC_IMP"", ""startPeriod"": 2003, ""cpa2_1"": ""CPA_MIG_DCOG""}",country,,,2003-01,5
IMPPR_005,eurostat,3,Prices,Import prices MIG non-durable consumer goods,STS_INPI_M,,"{""geo"": ""{COUNTRY_EUROSTAT}"", ""s_adj"": ""NSA"", ""unit"": ""I21"", ""indic_bt"": ""PRC_IMP"", ""startPeriod"": 2003, ""cpa2_1"": ""CPA_MIG_NDCOG""}",country,,,2003-01,5
IMPPR_006,eurostat,3,Prices,Import prices consumer goods industry,STS_INPI_M,,"{""geo"": ""{COUNTRY_EUROSTAT}"", ""s_adj"": ""NSA"", ""unit"": ""I21"", ""indic_bt"": ""PRC_IMP"", ""startPeriod"": 2003, ""cpa2_1"": ""CPA_MIG_COG""}",country,,,2003-01,5
IMPPR_007,eurostat,3,Prices,Import prices MIG energy (excl section E),STS_INPI_M,,"{""geo"": ""{COUNTRY_EUROSTAT}"", ""s_adj"": ""NSA"", ""unit"": ""I21"", ""indic_bt"": ""PRC_IMP"", ""startPeriod"": 2003, ""cpa2_1"": ""CPA_MIG_NRG_X_E""}",country,,,2003-01,5
HICP_001,eurostat,3,Prices,HICP overall index,PRC_HICP_MIDX,,"{""geo"": ""{COUNTRY_EUROSTAT}"", ""unit"": ""I15"", ""startPeriod"": 2003, ""coicop"": ""CP00""}",country,,,2003-01,5
HICP_002,eurostat,3,Prices,HICP energy,PRC_HICP_MIDX,,"{""geo"": ""{COUNTRY_EUROSTAT}"", ""unit"": ""I15"", ""startPeriod"": 2003, ""coicop"": ""NRG""}",country,,,2003-01,5
HICP_003,eurostat,3,Prices,HICP industrial goods,PRC_HICP_MIDX,,"{""geo"": ""{COUNTRY_EUROSTAT}"", ""unit"": ""I15"", ""startPeriod"": 2003, ""coicop"": ""IGD""}",country,,,2003-01,5
HICP_004,eurostat,3,Prices,HICP goods,PRC_HICP_MIDX,,"{""geo"": ""{COUNTRY_EUROSTAT}"", ""unit"": ""I15"", ""startPeriod"": 2003, ""coicop"": ""GD""}",country,,,2003-01,5
HICP_005,eurostat,3,Prices,HICP food incl alcohol & tobacco,PRC_HICP_MIDX,,"{""geo"": ""{COUNTRY_EUROSTAT}"", ""unit"": ""I15"", ""startPeriod"": 2003, ""coicop"": ""FOOD""}",country,,,2003-01,5
HICP_006,eurostat,3,Prices,HICP services,PRC_HICP_MIDX,,"{""geo"": ""{COUNTRY_EUROSTAT}"", ""unit"": ""I15"", ""startPeriod"": 2003, ""coicop"": ""SERV""}",country,,,2003-01,5
HICP_007,eurostat,3,Prices,HICP transport services,PRC_HICP_MIDX,,"{""geo"": ""{COUNTRY_EUROSTAT}"", ""unit"": ""I15"", ""startPeriod"": 2003, ""coicop"": ""CP073""}",country,,,2003-01,5
HICP_008,eurostat,3,Prices,HICP excl housing/water/electricity/gas/other fuels,PRC_HICP_MIDX,,"{""geo"": ""{COUNTRY_EUROSTAT}"", ""unit"": ""I15"", ""startPeriod"": 2003, ""coicop"": ""TOT_X_HOUS""}",country,,,2003-01,5
HICP_009,eurostat,3,Prices,HICP excl energy & food,PRC_HICP_MIDX,,"{""geo"": ""{COUNTRY_EUROSTAT}"", ""unit"": ""I15"", ""startPeriod"": 2003, ""coicop"": ""TOT_X_NRG_FOOD""}",country,,,2003-01,5
HICP_010,eurostat,3,Prices,HICP excl education/health/social protection,PRC_HICP_MIDX,,"{""geo"": ""{COUNTRY_EUROSTAT}"", ""unit"": ""I15"", ""startPeriod"": 2003, ""coicop"": ""TOT_X_EDUC_HLTH_SPR""}",country,,,2003-01,5
BPERM_001,eurostat,4,Activity_indicators,Building permits all buildings (floor area),STS_COBP_M,,"{""geo"": ""{COUNTRY_EUROSTAT}"", ""s_adj"": ""SCA"", ""unit"": ""I21"", ""indic_bt"": ""BPRM_SQM"", ""startPeriod"": 2003, ""cpa2_1"": ""CPA_F41001_41002""}",country,,,2003-01,5
BPERM_002,eurostat,4,Activity_indicators,Building permits residential (floor area),STS_COBP_M,,"{""geo"": ""{COUNTRY_EUROSTAT}"", ""s_adj"": ""SCA"", ""unit"": ""I21"", ""indic_bt"": ""BPRM_SQM"", ""startPeriod"": 2003, ""cpa2_1"": ""CPA_F41001""}",country,,,2003-01,5
BPERM_003,eurostat,4,Activity_indicators,Building permits non-residential (floor area),STS_COBP_M,,"{""geo"": ""{COUNTRY_EUROSTAT}"", ""s_adj"": ""SCA"", ""unit"": ""I21"", ""indic_bt"": ""BPRM_SQM"", ""startPeriod"": 2003, ""cpa2_1"": ""CPA_F41002""}",country,,,2003-01,5
RET_001,eurostat,4,Activity_indicators,Retail trade incl fuel,STS_TRTU_M,,"{""geo"": ""{COUNTRY_EUROSTAT}"", ""s_adj"": ""SCA"", ""unit"": ""I21"", ""indic_bt"": ""VOL_SLS"", ""startPeriod"": 2003, ""nace_r2"": ""G47""}",country,,,2003-01,5
RET_002,eurostat,4,Activity_indicators,Retail food,STS_TRTU_M,,"{""geo"": ""{COUNTRY_EUROSTAT}"", ""s_adj"": ""SCA"", ""unit"": ""I21"", ""indic_bt"": ""VOL_SLS"", ""startPeriod"": 2003, ""nace_r2"": ""G47_FOOD""}",country,,,2003-01,5
RET_003,eurostat,4,Activity_indicators,Retail non-food excl fuel,STS_TRTU_M,,"{""geo"": ""{COUNTRY_EUROSTAT}"", ""s_adj"": ""SCA"", ""unit"": ""I21"", ""indic_bt"": ""VOL_SLS"", ""startPeriod"": 2003, ""nace_r2"": ""G47_NFOOD_X_G473""}",country,,,2003-01,5
RET_004,eurostat,4,Activity_indicators,Retail automotive fuel,STS_TRTU_M,,"{""geo"": ""{COUNTRY_EUROSTAT}"", ""s_adj"": ""SCA"", ""unit"": ""I21"", ""indic_bt"": ""VOL_SLS"", ""startPeriod"": 2003, ""nace_r2"": ""G473""}",country,,,2003-01,5
TURN_001,eurostat,4,Activity_indicators,Turnover mining and quarrying,STS_INTV_M,,"{""geo"": ""{COUNTRY_EUROSTAT}"", ""s_adj"": ""SCA"", ""unit"": ""I21"", ""indic_bt"": ""NETTUR"", ""startPeriod"": 2003, ""nace_r2"": ""B""}",country,,,2003-01,5
TURN_002,eurostat,4,Activity_indicators,Turnover manufacturing,STS_INTV_M,,"{""geo"": ""{COUNTRY_EUROSTAT}"", ""s_adj"": ""SCA"", ""unit"": ""I21"", ""indic_bt"": ""NETTUR"", ""startPeriod"": 2003, ""nace_r2"": ""C""}",country,,,2003-01,5
TURN_004,eurostat,4,Activity_indicators,"Turnover total industry proxy (B_C, excl Energy D)",STS_INTV_M,,"{""geo"": ""{COUNTRY_EUROSTAT}"", ""s_adj"": ""SCA"", ""unit"": ""I21"", ""indic_bt"": ""NETTUR"", ""startPeriod"": 2003, ""nace_r2"": ""B_C""}",country,,,2003-01,5
TURN_005,eurostat,4,Activity_indicators,Turnover MIG intermediate goods,STS_INTV_M,,"{""geo"": ""{COUNTRY_EUROSTAT}"", ""s_adj"": ""SCA"", ""unit"": ""I21"", ""indic_bt"": ""NETTUR"", ""startPeriod"": 2003, ""nace_r2"": ""MIG_ING""}",country,,,2003-01,5
TURN_006,eurostat,4,Activity_indicators,Turnover MIG capital goods,STS_INTV_M,,"{""geo"": ""{COUNTRY_EUROSTAT}"", ""s_adj"": ""SCA"", ""unit"": ""I21"", ""indic_bt"": ""NETTUR"", ""startPeriod"": 2003, ""nace_r2"": ""MIG_CAG""}",country,,,2003-01,5
TURN_007,eurostat,4,Activity_indicators,Turnover MIG durable consumer goods,STS_INTV_M,,"{""geo"": ""{COUNTRY_EUROSTAT}"", ""s_adj"": ""SCA"", ""unit"": ""I21"", ""indic_bt"": ""NETTUR"", ""startPeriod"": 2003, ""nace_r2"": ""MIG_DCOG""}",country,,,2003-01,5
TURN_008,eurostat,4,Activity_indicators,Turnover MIG non-durable consumer goods,STS_INTV_M,,"{""geo"": ""{COUNTRY_EUROSTAT}"", ""s_adj"": ""SCA"", ""unit"": ""I21"", ""indic_bt"": ""NETTUR"", ""startPeriod"": 2003, ""nace_r2"": ""MIG_NDCOG""}",country,,,2003-01,5
TURN_009,eurostat,4,Activity_indicators,Turnover consumer goods industry,STS_INTV_M,,"{""geo"": ""{COUNTRY_EUROSTAT}"", ""s_adj"": ""SCA"", ""unit"": ""I21"", ""indic_bt"": ""NETTUR"", ""startPeriod"": 2003, ""nace_r2"": ""MIG_COG""}",country,,,2003-01,5
TURN_010,eurostat,4,Activity_indicators,Turnover MIG energy excl sections D & E,STS_INTV_M,,"{""geo"": ""{COUNTRY_EUROSTAT}"", ""s_adj"": ""SCA"", ""unit"": ""I21"", ""indic_bt"": ""NETTUR"", ""startPeriod"": 2003, ""nace_r2"": ""MIG_NRG_X_D_E""}",country,,,2003-01,5
TURN_003,eurostat,4,Activity_indicators,Turnover accommodation & food services (I),STS_SETU_M,,"{""geo"": ""{COUNTRY_EUROSTAT}"", ""s_adj"": ""SCA"", ""unit"": ""I21"", ""indic_bt"": ""NETTUR"", ""startPeriod"": 2003, ""nace_r2"": ""I""}",country,,,2003-01,5
TRADE_001,eurostat,5,Trade,"Total imports (world, million EUR, SA)",ei_eteu27_2020_m,,"{""geo"": ""{COUNTRY_EUROSTAT}"", ""indic"": ""ET-T"", ""partner"": ""WORLD"", ""unit"": ""MIO-EUR-SA"", ""startPeriod"": 2003, ""stk_flow"": ""IMP""}",country,,,2003-01,5
TRADE_002,eurostat,5,Trade,"Total exports (world, million EUR, SA)",ei_eteu27_2020_m,,"{""geo"": ""{COUNTRY_EUROSTAT}"", ""indic"": ""ET-T"", ""partner"": ""WORLD"", ""unit"": ""MIO-EUR-SA"", ""startPeriod"": 2003, ""stk_flow"": ""EXP""}",country,,,2003-01,5
SENT_001,eurostat,6,Sentiment,Economic Sentiment Indicator,EI_BSSI_M_R2,,"{""geo"": ""{COUNTRY_EUROSTAT}"", ""s_adj"": ""SA"", ""startPeriod"": 2003, ""indic"": ""BS-ESI-I""}",country,,,2003-01,1
SENT_002,eurostat,6,Sentiment,Consumer Confidence Indicator,EI_BSSI_M_R2,,"{""geo"": ""{COUNTRY_EUROSTAT}"", ""s_adj"": ""SA"", ""startPeriod"": 2003, ""indic"": ""BS-CSMCI-BAL""}",country,,,2003-01,1
SENT_003,eurostat,6,Sentiment,Retail Confidence Indicator,EI_BSSI_M_R2,,"{""geo"": ""{COUNTRY_EUROSTAT}"", ""s_adj"": ""SA"", ""startPeriod"": 2003, ""indic"": ""BS-RCI-BAL""}",country,,,2003-01,1
SENT_004,eurostat,6,Sentiment,Construction Confidence Indicator,EI_BSSI_M_R2,,"{""geo"": ""{COUNTRY_EUROSTAT}"", ""s_adj"": ""SA"", ""startPeriod"": 2003, ""indic"": ""BS-CCI-BAL""}",country,,,2003-01,1
SENT_005,eurostat,6,Sentiment,Industrial Confidence Indicator,EI_BSSI_M_R2,,"{""geo"": ""{COUNTRY_EUROSTAT}"", ""s_adj"": ""SA"", ""startPeriod"": 2003, ""indic"": ""BS-ICI-BAL""}",country,,,2003-01,1
SENT_006,eurostat,6,Sentiment,Services Confidence Indicator,EI_BSSI_M_R2,,"{""geo"": ""{COUNTRY_EUROSTAT}"", ""s_adj"": ""SA"", ""startPeriod"": 2003, ""indic"": ""BS-SCI-BAL""}",country,,,2003-01,1
FX_001,ecb,8,EA_Financial,USD/EUR exchange rate,EXR,M.USD.EUR.SP00.A,,ea,,M,2003-01,5
FX_002,ecb,8,EA_Financial,GBP/EUR exchange rate,EXR,M.GBP.EUR.SP00.A,,ea,,M,2003-01,5
FX_003,ecb,8,EA_Financial,JPY/EUR exchange rate,EXR,M.JPY.EUR.SP00.A,,ea,,M,2003-01,5
FX_004,ecb,8,EA_Financial,CNY/EUR exchange rate,EXR,M.CNY.EUR.SP00.A,,ea,,M,2003-01,5
FX_005,ecb,8,EA_Financial,CHF/EUR exchange rate,EXR,M.CHF.EUR.SP00.A,,ea,,M,2003-01,5
BOND_001,ecb,8,EA_Financial,EA 2Y government benchmark bond yield,FM,M.U2.EUR.4F.BB.U2_2Y.YLD,,ea,,M,2003-01,2
BOND_002,ecb,8,EA_Financial,EA 3Y government benchmark bond yield,FM,M.U2.EUR.4F.BB.U2_3Y.YLD,,ea,,M,2003-01,2
BOND_003,ecb,8,EA_Financial,EA 5Y government benchmark bond yield,FM,M.U2.EUR.4F.BB.U2_5Y.YLD,,ea,,M,2003-01,2
BOND_006,ecb,8,EA_Financial,EA 7Y government benchmark bond yield,FM,M.U2.EUR.4F.BB.U2_7Y.YLD,,ea,,M,2003-01,2
BOND_004,ecb,8,EA_Financial,EA 10Y government benchmark bond yield,FM,M.U2.EUR.4F.BB.U2_10Y.YLD,,ea,,M,2003-01,2
BOND_005,ecb,8,EA_Financial,EA real 10Y government benchmark bond yield,FM,M.U2.EUR.4F.BB.R_U2_10Y.YLDA,,ea,,M,2003-01,2
